"commitid","fileid","authorid","authorteamid","added","removed","currCloc","currComplex","currDupLines","currDupBlocks","prevCloc","prevComplex","prevDupLines","prevDupBlocks","delta"
59,976,34,2,4,1,239,26,0,0,236,26,0,0,0
59,1598,34,2,3,1,186,36,30,2,184,35,30,2,0
60,972,33,3,1,1,355,58,0,0,355,58,0,0,0
60,1307,33,3,1,0,250,28,93,7,249,28,93,7,0
60,1366,33,3,1,1,698,101,0,0,698,101,0,0,0
60,1682,33,3,1,1,117,7,0,0,117,7,0,0,0
60,1989,33,3,1,0,235,30,87,6,234,30,87,6,0
61,2073,4,6,3,2,194,19,24,3,193,19,24,3,0
61,2087,4,6,2,3,269,35,24,1,270,35,24,1,0
62,436,66,3,127,0,96,7,25,1,0,0,0,0,1
62,437,66,3,75,0,51,5,25,1,0,0,0,0,1
62,438,66,3,62,0,42,4,25,1,0,0,0,0,1
62,1769,66,3,19,18,293,58,0,0,292,56,0,0,0
62,1848,66,3,205,0,148,6,0,0,0,0,0,0,0
62,1859,66,3,89,0,56,2,0,0,0,0,0,0,0
62,1860,66,3,150,0,106,6,0,0,0,0,0,0,0
62,1863,66,3,57,0,36,4,0,0,0,0,0,0,0
62,1868,66,3,127,0,89,4,0,0,0,0,0,0,0
63,1619,13,2,1,1,186,5,0,0,186,5,0,0,0
63,1682,13,2,5,5,117,7,0,0,117,7,0,0,0
64,910,55,6,1,11,8924,1133,590,32,8935,1133,590,32,0
64,1024,55,6,2,0,79,9,0,0,77,9,0,0,0
64,1031,55,6,5,0,62,4,0,0,58,4,0,0,0
64,1032,55,6,1,0,91,10,0,0,90,10,0,0,0
64,1033,55,6,4,0,87,9,0,0,83,9,0,0,0
64,1080,55,6,3,0,245,38,0,0,242,38,0,0,0
64,1178,55,6,0,5,118,14,0,0,123,14,0,0,0
65,1349,30,8,337,259,868,145,46,1,822,132,46,1,0
65,1442,30,8,17,1,56,3,0,0,41,2,0,0,0
66,971,59,2,6,10,160,20,0,0,160,20,0,0,0
66,1370,59,2,6,8,167,20,0,0,168,21,0,0,0
66,1377,59,2,19,32,439,87,39,2,449,91,39,2,0
66,1476,59,2,20,19,206,6,78,5,204,6,78,5,0
66,1603,59,2,9,12,189,32,0,0,191,32,0,0,0
66,1609,59,2,7,10,63,5,0,0,65,5,0,0,0
66,1636,59,2,9,12,131,14,0,0,133,14,0,0,0
66,1660,59,2,1,1,114,18,0,0,114,18,0,0,0
66,1685,59,2,5,5,111,4,0,0,111,4,0,0,0
66,1972,59,2,4,11,270,31,186,3,270,31,186,3,0
67,1382,12,4,14,7,130,9,17,1,122,9,17,1,0
67,1492,12,4,4,3,110,4,13,2,109,4,13,2,0
68,1374,59,2,20,24,141,14,0,0,139,14,0,0,0
68,1375,59,2,6,9,68,12,0,0,68,12,0,0,0
68,1376,59,2,13,34,409,104,0,0,404,104,0,0,0
68,1378,59,2,2,30,545,100,39,1,546,100,39,1,0
68,1380,59,2,3,12,117,18,0,0,117,18,0,0,0
68,1382,59,2,3,7,141,11,26,1,142,11,26,1,0
68,1383,59,2,6,25,317,34,27,1,320,34,27,1,0
68,1384,59,2,14,34,322,35,0,0,324,35,0,0,0
68,1385,59,2,20,27,111,8,0,0,109,8,0,0,0
68,1387,59,2,29,29,145,9,0,0,131,9,0,0,0
68,1388,59,2,2,4,48,5,0,0,48,5,0,0,0
68,1389,59,2,12,9,161,22,138,2,154,22,133,2,0
68,1412,59,2,2,13,488,71,0,0,488,71,0,0,0
69,195,53,2,2,1,268,35,23,1,267,35,23,1,0
69,214,53,2,2,1,265,36,23,1,264,36,23,1,0
69,1098,53,2,2,0,195,24,44,2,194,24,44,2,0
69,1740,53,2,13,1,3159,499,88,3,3149,499,106,3,0
70,1359,2,3,10,5,414,61,41,2,409,60,41,2,0
71,465,54,9,215,0,156,24,0,0,0,0,0,0,0
72,479,2,3,5,1,512,91,42,2,508,89,42,2,0
73,643,59,2,5,4,2136,349,200,16,2135,348,200,16,0
74,11,33,3,0,6,215,38,0,0,219,39,0,0,0
74,979,33,3,6,3,235,25,0,0,232,23,0,0,0
74,1359,33,3,4,1,417,62,41,2,414,61,41,2,0
75,1111,10,1,1,1,142,25,42,2,142,25,42,2,0
76,1260,46,4,5,0,700,97,354,32,696,97,354,32,0
76,1264,46,4,5,0,557,76,174,9,553,76,174,9,0
76,1272,46,4,5,0,684,92,370,18,680,92,370,18,0
76,1357,46,4,83,0,60,7,0,0,0,0,0,0,0
76,1363,46,4,19,5,275,37,0,0,262,34,0,0,0
76,1460,46,4,139,0,120,10,0,0,0,0,0,0,0
76,1498,46,4,37,17,149,7,11,1,133,5,11,1,0
77,1541,61,7,2,1,970,162,48,2,969,162,48,2,0
77,1569,61,7,87,28,2027,291,121,6,1977,280,121,6,0
77,1995,61,7,2,1,193,18,92,7,192,18,92,7,0
78,19,2,3,34,4,113,17,0,0,85,10,0,0,0
78,65,2,3,9,3,153,28,0,0,148,26,0,0,0
78,218,2,3,2,0,228,26,100,4,226,26,100,4,0
78,1740,2,3,15,0,2541,382,86,3,2527,376,86,3,0
79,879,59,2,1,1,352,51,0,0,352,51,0,0,0
79,882,59,2,2,2,1773,304,38,4,1773,304,38,4,0
79,941,59,2,3,3,849,80,42,4,849,80,42,4,0
79,1075,59,2,4,4,279,33,0,0,279,33,0,0,0
80,44,26,1,4,3,218,27,0,0,217,25,0,0,0
80,77,26,1,1,1,96,15,30,1,96,15,30,1,0
80,126,26,1,1,1,323,35,0,0,323,36,0,0,0
80,331,26,1,1,1,78,8,0,0,78,8,0,0,0
81,1730,13,2,39,2,126,0,0,0,111,0,0,0,0
81,1740,13,2,398,20,2971,460,86,2,2646,402,86,2,0
81,1750,13,2,89,0,45,8,0,0,0,0,0,0,0
81,1762,13,2,103,0,58,8,0,0,0,0,0,0,0
81,1765,13,2,20,1,42,5,0,0,30,3,0,0,0
81,1769,13,2,160,6,419,89,0,0,289,56,0,0,0
81,1772,13,2,248,0,173,38,0,0,0,0,0,0,0
81,1773,13,2,711,0,554,129,62,2,0,0,0,0,2
81,1794,13,2,146,0,121,13,55,1,0,0,0,0,1
81,1804,13,2,4,4,85,3,0,0,83,3,0,0,0
81,1812,13,2,693,0,482,65,185,5,0,0,0,0,5
81,1849,13,2,101,0,62,4,0,0,0,0,0,0,0
81,1861,13,2,189,0,146,4,0,0,0,0,0,0,0
81,1862,13,2,313,0,250,12,52,5,0,0,0,0,5
81,1883,13,2,270,0,211,12,43,2,0,0,0,0,2
82,1272,7,4,2,3,680,92,370,18,681,92,370,18,0
82,1390,7,4,12,36,140,20,0,0,157,23,0,0,0
82,1391,7,4,13,15,173,20,0,0,175,20,0,0,0
82,1392,7,4,10,35,66,8,16,1,82,11,17,1,0
82,1393,7,4,22,67,205,22,108,3,244,26,75,2,1
82,1394,7,4,1,1,95,9,0,0,95,9,0,0,0
82,1395,7,4,19,27,180,25,0,0,186,25,0,0,0
82,1396,7,4,3,21,70,9,0,0,86,12,0,0,0
82,1397,7,4,9,32,80,8,0,0,96,11,0,0,0
82,1398,7,4,12,30,82,10,0,0,98,13,0,0,0
82,1399,7,4,16,96,192,23,0,0,242,33,21,1,-1
82,1400,7,4,10,34,99,11,17,1,115,14,17,1,0
82,1401,7,4,11,38,114,9,0,0,130,12,0,0,0
82,1402,7,4,4,30,41,4,0,0,61,7,0,0,0
82,1403,7,4,15,46,125,17,0,0,150,21,0,0,0
82,1404,7,4,5,32,143,21,133,2,163,24,113,1,1
82,1405,7,4,37,64,111,20,17,1,131,23,17,1,0
82,1406,7,4,7,31,83,12,0,0,99,15,0,0,0
82,1407,7,4,9,34,84,13,0,0,101,16,0,0,0
82,1408,7,4,9,31,89,14,0,0,103,17,0,0,0
82,1409,7,4,6,7,105,29,0,0,106,29,0,0,0
82,1410,7,4,11,14,72,12,0,0,75,12,0,0,0
82,1512,7,4,1,1,115,5,12,1,115,5,12,1,0
83,136,66,5,3,2,115,9,29,1,114,9,29,1,0
84,48,33,3,2,10,190,16,0,0,188,16,0,0,0
85,1228,67,5,0,234,0,0,0,0,192,20,0,0,0
85,1229,67,5,0,291,0,0,0,0,237,22,0,0,0
85,1230,67,5,0,202,0,0,0,0,159,21,0,0,0
85,1231,67,5,0,197,0,0,0,0,136,16,45,5,-5
85,1232,67,5,0,32,0,0,0,0,12,1,0,0,0
85,1233,67,5,0,174,0,0,0,0,145,18,0,0,0
85,1234,67,5,0,146,0,0,0,0,121,13,59,6,-6
85,1235,67,5,0,68,0,0,0,0,50,3,0,0,0
85,1236,67,5,0,93,0,0,0,0,75,3,0,0,0
85,1237,67,5,0,95,0,0,0,0,75,3,0,0,0
85,1238,67,5,0,104,0,0,0,0,86,5,0,0,0
85,1239,67,5,0,50,0,0,0,0,34,0,0,0,0
85,1240,67,5,0,51,0,0,0,0,34,0,0,0,0
85,1241,67,5,0,44,0,0,0,0,12,0,0,0,0
85,1242,67,5,0,75,0,0,0,0,33,1,0,0,0
85,1243,67,5,0,43,0,0,0,0,11,0,0,0,0
85,1244,67,5,0,62,0,0,0,0,32,1,0,0,0
85,1245,67,5,0,33,0,0,0,0,12,0,0,0,0
85,1246,67,5,0,53,0,0,0,0,33,1,0,0,0
85,1247,67,5,0,33,0,0,0,0,11,1,0,0,0
85,1248,67,5,0,34,0,0,0,0,19,0,0,0,0
85,1249,67,5,0,32,0,0,0,0,16,0,0,0,0
85,1250,67,5,0,47,0,0,0,0,44,1,0,0,0
85,1251,67,5,0,54,0,0,0,0,50,1,0,0,0
85,1252,67,5,0,43,0,0,0,0,39,1,0,0,0
85,1253,67,5,0,25,0,0,0,0,22,1,0,0,0
85,1254,67,5,0,30,0,0,0,0,27,1,0,0,0
85,1255,67,5,0,35,0,0,0,0,32,1,0,0,0
85,1256,67,5,0,28,0,0,0,0,25,1,0,0,0
85,1257,67,5,0,23,0,0,0,0,19,2,0,0,0
85,1541,67,5,1,13,961,160,48,2,970,162,48,2,0
86,910,67,5,17,1,9106,1189,585,25,9091,1186,585,25,0
87,1265,53,2,17,1,329,48,254,11,316,46,254,11,0
87,1376,53,2,25,3,362,88,21,1,347,86,21,1,0
87,1483,53,2,5,1,249,10,23,3,246,10,23,3,0
88,3,68,4,1,1,91,7,0,0,91,7,0,0,0
88,982,68,4,1,13,164,22,0,0,174,22,0,0,0
88,984,68,4,0,11,121,11,28,1,130,11,29,1,0
88,1544,68,4,7,2,138,15,62,2,134,16,85,5,-3
88,1800,68,4,0,6,126,13,31,1,131,14,51,2,-1
88,1802,68,4,0,11,143,16,49,3,152,16,50,3,0
88,1875,68,4,1,1,121,14,0,0,121,14,0,0,0
89,1099,59,2,0,5,28,3,0,0,31,3,0,0,0
89,1126,59,2,0,1,30,3,0,0,31,3,0,0,0
89,1144,59,2,0,18,237,25,23,1,251,27,61,3,-2
89,1816,59,2,42,43,1119,125,391,16,1119,125,391,16,0
90,626,56,8,18,16,389,45,0,0,387,45,0,0,0
90,627,56,8,4,1,440,78,0,0,439,78,0,0,0
90,869,56,8,3,2,31,2,0,0,31,2,0,0,0
90,870,56,8,16,14,220,36,0,0,219,36,0,0,0
91,1368,65,5,2,4,174,12,0,0,175,12,0,0,0
91,1376,65,5,35,45,368,91,21,1,380,95,21,1,0
91,1377,65,5,24,56,501,92,39,2,530,101,39,2,0
91,1388,65,5,5,9,45,4,0,0,48,5,0,0,0
91,1483,65,5,0,11,260,10,23,3,270,11,23,3,0
92,24,43,3,1,1,110,16,0,0,110,15,0,0,0
92,40,43,3,1,1,132,10,18,1,132,10,18,1,0
92,121,43,3,2,2,237,32,0,0,236,32,0,0,0
92,122,43,3,14,9,256,19,13,1,251,19,15,1,0
92,130,43,3,6,4,193,23,24,1,191,23,24,1,0
92,180,43,3,1,1,20,0,0,0,20,0,0,0,0
92,201,43,3,1,1,11,0,0,0,11,0,0,0,0
92,286,43,3,7,7,218,12,40,4,218,12,40,4,0
92,287,43,3,2,2,196,12,37,3,196,12,37,3,0
92,363,43,3,3,0,42,1,0,0,40,1,0,0,0
92,369,43,3,16,16,109,6,0,0,110,6,0,0,0
92,615,43,3,1,1,164,0,0,0,164,0,0,0,0
92,643,43,3,8,8,2086,336,115,8,2086,335,151,10,-2
92,662,43,3,1,0,1083,145,49,2,1082,145,49,2,0
92,723,43,3,2,2,1245,183,112,6,1245,183,112,6,0
92,823,43,3,2,0,471,0,0,0,469,0,0,0,0
92,910,43,3,12,3,8834,1122,536,28,8825,1121,536,28,0
92,964,43,3,35,262,398,63,289,8,608,98,606,5,3
92,965,43,3,143,27,706,118,297,8,611,98,607,5,3
92,1776,43,3,1,0,87,17,0,0,86,17,0,0,0
92,1795,43,3,1,0,1556,177,365,16,1555,177,365,16,0
92,1808,43,3,11,11,3633,474,1318,37,3632,474,1318,37,0
93,1259,7,4,1,1,591,75,425,25,591,75,425,25,0
93,1261,7,4,1,1,637,84,200,20,637,84,200,20,0
93,1375,7,4,3,9,68,12,0,0,69,12,0,0,0
93,1376,7,4,8,60,320,82,21,1,350,88,21,1,0
93,1377,7,4,7,11,503,101,39,2,507,101,39,2,0
93,1382,7,4,14,38,122,9,17,1,139,12,17,1,0
93,1383,7,4,17,25,350,51,0,0,356,51,0,0,0
93,1384,7,4,8,33,312,44,32,2,329,45,32,2,0
93,1385,7,4,3,5,109,8,15,1,110,8,15,1,0
93,1386,7,4,7,27,130,9,0,0,147,12,0,0,0
93,1388,7,4,7,9,48,5,0,0,50,5,0,0,0
93,1389,7,4,4,34,154,22,113,1,174,25,113,1,0
93,1411,7,4,11,14,420,61,21,1,423,61,21,1,0
93,1483,7,4,4,1,234,10,23,3,231,10,23,3,0
93,1494,7,4,1,1,155,6,69,9,155,6,69,9,0
93,1495,7,4,1,1,166,6,37,4,166,6,37,4,0
93,1503,7,4,0,3,101,4,14,1,104,4,14,1,0
94,303,24,3,14,11,291,13,81,5,288,13,78,5,0
94,305,24,3,12,7,123,7,24,2,118,7,21,2,0
94,306,24,3,21,12,178,9,21,1,169,9,17,1,0
94,307,24,3,22,17,153,8,27,3,149,8,24,3,0
94,309,24,3,50,36,179,10,43,3,165,10,40,3,0
94,310,24,3,10,6,286,14,33,3,282,14,34,3,0
94,311,24,3,23,16,182,10,43,3,173,10,41,3,0
94,312,24,3,28,22,161,8,27,3,155,8,24,3,0
94,313,24,3,23,18,153,8,24,2,147,8,21,2,0
94,397,24,3,2,3,284,13,0,0,285,13,22,1,-1
94,399,24,3,1,2,165,10,0,0,166,10,22,1,-1
94,1795,24,3,7,8,1179,146,291,15,1184,146,291,15,0
94,1796,24,3,3,28,199,23,137,6,218,26,137,6,0
94,1797,24,3,3,29,196,23,137,6,215,26,137,6,0
94,1930,24,3,2,2,219,26,25,1,219,26,25,1,0
94,1946,24,3,33,27,199,9,34,2,195,9,30,2,0
94,1947,24,3,27,21,100,7,32,1,96,7,28,1,0
94,1948,24,3,40,30,161,9,34,2,152,9,30,2,0
94,1949,24,3,41,32,162,9,34,2,155,9,30,2,0
95,1569,29,7,23,7,2117,330,144,7,2100,322,144,7,0
96,1376,53,2,1,1,392,100,21,1,392,100,21,1,0
97,290,38,9,0,1,35,1,0,0,36,1,0,0,0
97,551,38,9,0,1,43,1,0,0,44,1,0,0,0
97,562,38,9,0,1,76,1,0,0,77,1,0,0,0
97,568,38,9,0,1,37,1,0,0,38,1,0,0,0
97,573,38,9,0,1,35,1,0,0,36,1,0,0,0
97,1003,38,9,0,1,28,1,0,0,29,1,0,0,0
97,1012,38,9,0,1,47,1,0,0,48,1,0,0,0
97,1667,38,9,0,1,28,1,0,0,29,1,0,0,0
97,1675,38,9,0,1,30,1,0,0,31,1,0,0,0
97,1681,38,9,0,1,1,0,0,0,1,0,0,0,0
97,1707,38,9,0,1,29,1,0,0,30,1,0,0,0
97,1709,38,9,0,1,37,1,0,0,38,1,0,0,0
97,1716,38,9,0,1,32,1,0,0,33,1,0,0,0
97,1718,38,9,0,1,33,1,0,0,34,1,0,0,0
97,1905,38,9,0,1,34,1,0,0,35,1,0,0,0
97,1941,38,9,0,1,37,1,0,0,38,1,0,0,0
98,691,2,3,14,1,243,26,0,0,232,25,0,0,0
98,696,2,3,30,1,230,19,38,2,206,19,38,2,0
99,1272,59,2,1,41,627,85,374,17,627,85,375,17,0
99,1273,59,2,1,7,144,20,56,3,144,20,56,3,0
99,1274,59,2,4,31,448,62,244,12,448,62,244,12,0
99,1275,59,2,2,12,192,25,58,2,193,25,58,2,0
99,1276,59,2,2,24,336,50,220,10,337,50,220,10,0
99,1282,59,2,2,4,13,1,0,0,13,1,0,0,0
99,1287,59,2,3,4,29,0,0,0,29,0,0,0,0
99,1288,59,2,1,2,12,0,0,0,12,0,0,0,0
99,1291,59,2,1,3,34,1,0,0,34,1,0,0,0
100,1355,66,5,3,0,351,59,0,0,348,59,0,0,0
100,1358,66,5,1,0,74,10,0,0,73,10,0,0,0
100,1366,66,5,16,6,577,83,0,0,567,83,0,0,0
100,1411,66,5,1,2,420,61,0,0,421,61,0,0,0
101,695,43,3,5,0,15,2,0,0,11,1,0,0,0
102,1570,8,4,1,1,1456,228,721,21,1456,228,721,21,0
102,1808,8,4,158,78,3613,471,1382,39,3547,444,1556,42,-3
102,1809,8,4,3,1,481,61,358,13,480,61,358,13,0
102,1810,8,4,33,10,1119,132,571,19,1099,125,720,21,-2
102,1811,8,4,66,39,3058,460,721,27,3035,451,746,29,-2
103,14,12,4,1,1,209,20,78,3,209,20,78,3,0
103,15,12,4,1,1,202,18,78,3,202,18,78,3,0
103,16,12,4,1,1,91,12,0,0,91,12,0,0,0
103,18,12,4,1,1,111,12,52,1,111,12,52,1,0
103,19,12,4,1,1,91,10,0,0,91,10,0,0,0
103,31,12,4,1,1,251,27,0,0,251,27,0,0,0
103,33,12,4,1,1,94,13,15,1,94,13,15,1,0
103,55,12,4,1,1,91,10,23,1,91,10,23,1,0
103,109,12,4,1,1,110,12,19,1,110,12,19,1,0
103,110,12,4,1,1,89,13,0,0,89,13,0,0,0
103,1345,12,4,1,1,176,20,0,0,176,20,0,0,0
103,1352,12,4,1,1,524,101,0,0,524,101,0,0,0
103,1367,12,4,1,1,259,27,108,2,259,27,108,2,0
103,1368,12,4,1,1,202,19,0,0,202,19,0,0,0
103,1370,12,4,1,1,167,20,0,0,167,20,0,0,0
103,1371,12,4,1,1,187,28,56,1,187,28,56,1,0
103,1372,12,4,1,1,184,21,0,0,184,21,0,0,0
103,1376,12,4,1,1,354,90,21,1,354,90,21,1,0
103,1383,12,4,1,1,379,54,0,0,379,54,0,0,0
103,1384,12,4,1,1,343,48,32,2,343,48,32,2,0
103,1386,12,4,1,1,126,11,0,0,126,11,0,0,0
103,2036,12,4,1,1,129,19,0,0,129,19,0,0,0
103,2037,12,4,1,1,84,10,24,1,84,10,24,1,0
103,2039,12,4,1,1,94,13,23,1,94,13,23,1,0
103,2040,12,4,1,1,92,12,22,1,92,12,22,1,0
103,2041,12,4,1,1,102,17,0,0,102,17,0,0,0
103,2042,12,4,1,1,84,11,0,0,84,11,0,0,0
103,2043,12,4,1,1,81,10,0,0,81,10,0,0,0
103,2044,12,4,1,1,73,11,0,0,73,11,0,0,0
104,1,24,10,14,19,183,30,0,0,187,31,0,0,0
104,253,24,10,4,3,171,9,0,0,170,9,0,0,0
105,450,31,5,6,5,83,7,24,1,82,7,30,1,0
105,522,31,5,18,0,280,23,0,0,265,21,0,0,0
105,627,31,5,31,17,424,78,0,0,410,77,0,0,0
105,638,31,5,20,4,294,47,0,0,279,43,0,0,0
105,641,31,5,47,22,524,87,0,0,500,81,0,0,0
105,746,31,5,5,2,208,10,0,0,205,10,0,0,0
105,750,31,5,5,0,462,37,131,10,457,37,131,10,0
106,1769,66,3,14,13,293,58,0,0,292,56,0,0,0
106,1771,66,3,28,25,842,189,224,6,839,187,224,6,0
106,1860,66,3,150,0,106,6,0,0,0,0,0,0,0
106,1868,66,3,127,0,89,4,0,0,0,0,0,0,0
107,19,35,6,2,1,98,16,0,0,97,14,0,0,0
107,65,35,6,5,0,149,28,0,0,145,25,0,0,0
107,1795,35,6,35,38,1142,141,285,12,1145,142,286,12,0
108,458,25,2,71,5,381,44,0,0,336,36,0,0,0
108,472,25,2,36,0,21,1,0,0,0,0,0,0,0
108,563,25,2,301,0,254,7,73,9,0,0,0,0,9
108,584,25,2,0,280,0,0,0,0,238,7,74,9,-9
108,1259,25,2,3,1,586,77,345,23,584,77,345,23,0
108,1261,25,2,3,1,693,92,209,21,691,92,209,21,0
108,1263,25,2,3,1,524,70,283,28,522,70,283,28,0
108,1274,25,2,3,1,453,61,228,10,451,61,228,10,0
109,1541,1,4,0,5,983,163,81,2,988,164,81,2,0
109,1569,1,4,73,37,1797,237,192,10,1768,233,192,10,0
110,50,35,5,43,1,224,24,0,0,184,17,0,0,0
110,980,35,5,66,1,161,26,0,0,99,12,0,0,0
110,989,35,5,19,1,353,45,179,19,337,41,162,18,1
110,990,35,5,19,1,283,36,104,6,267,32,86,5,1
110,995,35,5,21,3,295,42,285,20,279,38,268,19,1
110,1261,35,5,1,26,697,89,232,25,710,91,258,27,-2
110,1384,35,5,0,21,305,33,0,0,322,35,0,0,0
110,1412,35,5,0,16,476,69,0,0,488,71,0,0,0
110,1495,35,5,1,5,167,6,20,3,170,6,20,3,0
110,1543,35,5,19,1,228,30,130,7,212,26,112,6,1
110,1646,35,5,0,2,224,26,72,6,226,26,72,6,0
110,1801,35,5,19,1,174,23,106,6,158,19,88,5,1
111,982,24,10,3,0,164,22,0,0,164,22,0,0,0
111,984,24,10,3,0,121,11,28,1,121,11,28,1,0
111,1542,24,10,3,0,134,16,75,4,134,16,75,4,0
111,1544,24,10,3,0,138,15,62,2,138,15,62,2,0
112,478,46,4,1,1,458,72,64,2,458,72,64,2,0
112,607,46,4,1,1,337,22,0,0,337,22,0,0,0
113,979,66,3,7,1,242,33,0,0,242,33,0,0,0
113,1228,66,3,27,3,192,20,0,0,174,17,0,0,0
113,1229,66,3,28,3,261,25,0,0,243,22,0,0,0
113,1230,66,3,27,3,159,21,0,0,142,18,0,0,0
113,1339,66,3,28,3,71,8,0,0,55,5,0,0,0
113,1346,66,3,28,8,259,35,97,4,242,32,97,4,0
113,1350,66,3,28,6,345,76,40,2,329,73,40,2,0
113,1355,66,3,43,19,364,62,0,0,348,59,0,0,0
113,1360,66,3,27,6,157,20,0,0,141,17,0,0,0
113,1366,66,3,38,16,710,107,0,0,694,104,0,0,0
113,1369,66,3,21,3,159,21,56,1,142,18,56,1,0
113,1382,66,3,35,12,139,12,17,1,123,9,17,1,0
113,1389,66,3,27,4,174,25,113,1,157,22,133,2,-1
113,1390,66,3,34,12,157,23,0,0,141,20,0,0,0
113,1392,66,3,33,9,82,11,17,1,66,8,17,1,0
113,1393,66,3,32,11,244,26,106,3,228,23,106,3,0
113,1396,66,3,21,3,86,12,0,0,70,9,0,0,0
113,1397,66,3,32,9,96,11,0,0,80,8,0,0,0
113,1398,66,3,27,10,98,13,0,0,82,10,0,0,0
113,1399,66,3,38,13,242,33,21,1,226,30,21,1,0
113,1400,66,3,33,9,115,14,17,1,99,11,17,1,0
113,1401,66,3,36,11,130,12,0,0,114,9,0,0,0
113,1402,66,3,25,3,61,7,0,0,45,4,0,0,0
113,1403,66,3,30,7,148,21,0,0,131,18,0,0,0
113,1404,66,3,28,5,163,24,113,1,146,21,133,2,-1
113,1405,66,3,40,17,131,23,17,1,115,20,17,1,0
113,1406,66,3,31,7,99,15,0,0,83,12,0,0,0
113,1407,66,3,31,8,101,16,0,0,85,13,0,0,0
113,1477,66,3,3,3,165,7,52,5,165,7,52,5,0
113,1506,66,3,3,3,280,14,91,6,280,14,91,6,0
113,1609,66,3,12,6,86,8,0,0,82,8,0,0,0
113,1620,66,3,29,6,78,13,0,0,62,10,0,0,0
113,1625,66,3,33,9,139,26,0,0,123,23,0,0,0
113,1632,66,3,26,6,82,14,0,0,66,11,0,0,0
113,1633,66,3,29,11,163,17,0,0,147,14,0,0,0
113,1653,66,3,34,12,109,10,0,0,92,7,0,0,0
113,1654,66,3,32,7,64,8,0,0,45,4,0,0,0
113,1655,66,3,26,3,121,15,0,0,106,12,0,0,0
113,1658,66,3,29,9,91,13,0,0,75,10,0,0,0
113,1660,66,3,22,3,114,18,0,0,98,15,0,0,0
113,1889,66,3,20,3,159,25,44,3,143,22,44,3,0
113,1892,66,3,26,5,98,12,0,0,82,9,0,0,0
113,1893,66,3,21,4,109,15,0,0,93,12,0,0,0
113,1894,66,3,25,3,93,15,0,0,77,12,0,0,0
113,1895,66,3,26,4,183,23,36,2,167,20,36,2,0
113,1896,66,3,23,7,69,10,0,0,53,7,0,0,0
113,1897,66,3,25,3,81,12,0,0,65,9,0,0,0
113,1920,66,3,27,11,174,35,0,0,158,32,0,0,0
113,1923,66,3,31,10,114,12,0,0,98,9,0,0,0
113,1924,66,3,31,10,98,11,0,0,82,8,0,0,0
113,1925,66,3,31,9,85,10,0,0,69,7,0,0,0
113,2038,66,3,28,7,92,13,22,1,76,10,22,1,0
114,963,59,2,4,5,702,129,32,1,703,129,32,1,0
114,964,59,2,1,2,391,63,289,8,392,63,289,8,0
114,965,59,2,21,21,706,118,297,8,707,118,297,8,0
114,1537,59,2,1,2,194,26,0,0,195,26,0,0,0
114,1576,59,2,11,16,183,6,92,4,189,6,92,4,0
115,10,17,9,0,9,71,9,0,0,79,9,0,0,0
115,11,17,9,0,1,214,38,0,0,215,38,0,0,0
115,18,17,9,0,1,110,12,52,1,111,12,52,1,0
115,19,17,9,0,6,85,10,0,0,91,10,0,0,0
115,20,17,9,0,3,120,15,0,0,123,15,0,0,0
115,31,17,9,0,1,250,27,0,0,251,27,0,0,0
115,53,17,9,0,1,76,10,0,0,77,10,0,0,0
115,64,17,9,0,3,118,14,42,2,121,14,42,2,0
115,98,17,9,0,1,11,0,0,0,12,0,0,0,0
115,112,17,9,0,1,143,25,65,5,144,25,65,5,0
115,125,17,9,0,1,94,12,58,5,95,12,58,5,0
115,127,17,9,0,1,115,14,69,2,116,14,69,2,0
115,135,17,9,0,1,288,34,116,10,289,34,116,10,0
115,161,17,9,0,1,140,21,37,7,141,21,37,7,0
115,179,17,9,0,1,18,0,0,0,19,0,0,0,0
115,188,17,9,0,1,35,0,0,0,36,0,0,0,0
115,200,17,9,0,1,9,0,0,0,10,0,0,0,0
115,210,17,9,0,1,19,0,0,0,20,0,0,0,0
115,228,17,9,0,1,13,1,0,0,14,1,0,0,0
115,229,17,9,0,1,13,1,0,0,14,1,0,0,0
115,238,17,9,0,2,12,1,0,0,13,1,0,0,0
115,247,17,9,0,25,13,1,0,0,38,1,0,0,0
115,249,17,9,0,26,13,1,0,0,39,1,0,0,0
115,251,17,9,0,43,13,1,0,0,56,1,0,0,0
115,252,17,9,0,26,13,1,0,0,39,1,0,0,0
115,253,17,9,0,4,164,9,0,0,168,9,0,0,0
115,259,17,9,0,22,13,1,0,0,35,1,0,0,0
115,261,17,9,0,29,13,1,0,0,42,1,0,0,0
115,262,17,9,0,17,13,1,0,0,30,1,0,0,0
115,263,17,9,0,41,13,1,0,0,54,1,0,0,0
115,264,17,9,0,40,13,1,0,0,53,1,0,0,0
115,265,17,9,0,18,13,1,0,0,31,1,0,0,0
115,267,17,9,0,24,13,1,0,0,37,1,0,0,0
115,268,17,9,0,27,13,1,0,0,40,1,0,0,0
115,269,17,9,0,30,13,1,0,0,43,1,0,0,0
115,270,17,9,0,18,13,1,0,0,31,1,0,0,0
115,271,17,9,0,30,13,1,0,0,43,1,0,0,0
115,272,17,9,0,31,13,1,0,0,44,1,0,0,0
115,273,17,9,0,13,13,1,0,0,26,1,0,0,0
115,275,17,9,0,16,13,1,0,0,29,1,0,0,0
115,276,17,9,0,28,13,1,0,0,41,1,0,0,0
